label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Palm,0.7623755931854248,0.7400528788566589,2.620963357458095e-07,0.7069302797317505,0.694661021232605,-0.018296917900443077,0.6614300012588501,0.6014034748077393,-0.024654818698763847,0.6302027702331543,0.5289981961250305,-0.030445056036114693,0.6044647097587585,0.4703332781791687,-0.03600657731294632,0.6995444297790527,0.46901193261146545,-0.008930608630180359,0.6688632965087891,0.37215283513069153,-0.023855650797486305,0.6504905223846436,0.31094035506248474,-0.03708498924970627,0.6370736360549927,0.25630974769592285,-0.04767218977212906,0.7378988265991211,0.4518090784549713,-0.014306607656180859,0.7176576852798462,0.3395657241344452,-0.028720542788505554,0.7040237784385681,0.2636384665966034,-0.04448834806680679,0.6919524073600769,0.20094065368175507,-0.05592673271894455,0.7773927450180054,0.4624080955982208,-0.023295165970921516,0.7752168774604797,0.3528328239917755,-0.04369523748755455,0.7717688679695129,0.27738749980926514,-0.06096833571791649,0.7659531831741333,0.2108125388622284,-0.07222221791744232,0.8169530630111694,0.4937800168991089,-0.03344425559043884,0.8398842811584473,0.40748274326324463,-0.05412469431757927,0.8544439673423767,0.34692639112472534,-0.06586411595344543,0.8643805384635925,0.28930503129959106,-0.07330173999071121
Palm,0.8009954690933228,0.8302785158157349,2.6782944928527286e-07,0.7436067461967468,0.7672838568687439,-0.022311370819807053,0.7015101909637451,0.6621775031089783,-0.031395625323057175,0.6771007776260376,0.5756563544273376,-0.03922798112034798,0.6598026156425476,0.49996307492256165,-0.04613086208701134,0.7509068846702576,0.5316460728645325,-0.008572557009756565,0.726665198802948,0.4181053340435028,-0.02622477151453495,0.7145842909812927,0.34839674830436707,-0.04246949031949043,0.7077138423919678,0.2867390215396881,-0.05488160252571106,0.7922524213790894,0.5200464129447937,-0.012273791246116161,0.7790598273277283,0.3959020674228668,-0.027869869023561478,0.7726649641990662,0.3146165609359741,-0.044834598898887634,0.7679044008255005,0.24516227841377258,-0.057114072144031525,0.8317882418632507,0.5388486981391907,-0.02036791853606701,0.834435224533081,0.4220920205116272,-0.04016558453440666,0.8362807035446167,0.34296828508377075,-0.05565623939037323,0.8369115591049194,0.2720090448856354,-0.06580303609371185,0.8697584867477417,0.579761266708374,-0.030277715995907784,0.8900379538536072,0.49204879999160767,-0.04902699589729309,0.9020494222640991,0.42996084690093994,-0.058259639889001846,0.9108404517173767,0.36738914251327515,-0.06400910019874573
Palm,0.7952659130096436,0.8563576340675354,2.08668808454604e-07,0.739427924156189,0.7951635718345642,-0.018965160474181175,0.6958237886428833,0.6879730820655823,-0.025185436010360718,0.6706541180610657,0.601768434047699,-0.03101002424955368,0.6558446288108826,0.5266833901405334,-0.035741206258535385,0.743614912033081,0.5607901215553284,-0.0018103278707712889,0.7193179726600647,0.4506988823413849,-0.016191354021430016,0.7060343027114868,0.38460370898246765,-0.02989606000483036,0.697060227394104,0.3279363214969635,-0.04050684720277786,0.7834978103637695,0.54941326379776,-0.006317656021565199,0.767602801322937,0.4277515411376953,-0.01882014609873295,0.7581387162208557,0.35121890902519226,-0.033320412039756775,0.7500928044319153,0.2878169119358063,-0.04373790696263313,0.8233027458190918,0.5658966898918152,-0.015258841216564178,0.825133740901947,0.44941142201423645,-0.03232014179229736,0.8253748416900635,0.37469616532325745,-0.04547533392906189,0.823030412197113,0.30717015266418457,-0.05396310240030289,0.8621907830238342,0.6030005216598511,-0.025995170697569847,0.88008713722229,0.5129332542419434,-0.04269326850771904,0.8898115158081055,0.45017537474632263,-0.050787437707185745,0.895628809928894,0.3879244327545166,-0.055651064962148666
Palm,0.7656441926956177,0.6876019835472107,2.638025478063355e-07,0.7085016965866089,0.6424610614776611,-0.020510787144303322,0.6625213623046875,0.5492005944252014,-0.02938361093401909,0.6294457316398621,0.47302424907684326,-0.03764934092760086,0.5970416069030762,0.42227116227149963,-0.04549313336610794,0.6976318955421448,0.40972548723220825,-0.008081508800387383,0.6672099232673645,0.30620068311691284,-0.024907507002353668,0.6504477262496948,0.24242234230041504,-0.04013477638363838,0.6393498182296753,0.18540960550308228,-0.05202285572886467,0.7362029552459717,0.3906645178794861,-0.012878247536718845,0.7145752310752869,0.272394597530365,-0.028951916843652725,0.7015706300735474,0.19473004341125488,-0.04490896314382553,0.6911130547523499,0.12953637540340424,-0.056361064314842224,0.7756803035736084,0.3996281027793884,-0.021837269887328148,0.7715069055557251,0.28264060616493225,-0.0420660562813282,0.7677416801452637,0.20682479441165924,-0.056238844990730286,0.7621217370033264,0.1400022953748703,-0.06533554196357727,0.8150861263275146,0.42965301871299744,-0.032503534108400345,0.8309826254844666,0.33719998598098755,-0.05095738172531128,0.8382024765014648,0.27276119589805603,-0.05963434278964996,0.8409957885742188,0.21010667085647583,-0.06519897282123566
Palm,0.6925174593925476,0.7089734673500061,6.86191867771413e-08,0.6388543844223022,0.6587813496589661,-0.014557449147105217,0.5957539081573486,0.5642164349555969,-0.018995387479662895,0.5741643905639648,0.47839343547821045,-0.023670751601457596,0.5695167183876038,0.40406134724617004,-0.027303073555231094,0.6340455412864685,0.45604681968688965,0.0015455186367034912,0.6123469471931458,0.36467990279197693,-0.010272718034684658,0.5980526804924011,0.3132791817188263,-0.02250051684677601,0.586417555809021,0.26544055342674255,-0.032758910208940506,0.6671150922775269,0.4418383836746216,-0.0028886315412819386,0.6476989984512329,0.34393778443336487,-0.013870641589164734,0.6328020691871643,0.2822330594062805,-0.02693665586411953,0.6176276803016663,0.22968298196792603,-0.03722230717539787,0.7001345157623291,0.4486422836780548,-0.011053185909986496,0.6938002109527588,0.351133793592453,-0.02508925274014473,0.6854356527328491,0.2900245785713196,-0.03502971678972244,0.672882080078125,0.2374931275844574,-0.04215286672115326,0.7350332140922546,0.4708195924758911,-0.020949063822627068,0.7407938241958618,0.391694575548172,-0.0342278853058815,0.736717700958252,0.3378501236438751,-0.040730684995651245,0.7269930243492126,0.2890937626361847,-0.04533597454428673
Palm,0.44837671518325806,0.7239198088645935,3.5093486872028734e-07,0.3967670500278473,0.7140775322914124,-0.02236917056143284,0.34822455048561096,0.6448904871940613,-0.03393059968948364,0.3104318380355835,0.591498613357544,-0.04371995851397514,0.27545303106307983,0.5620011687278748,-0.05313599482178688,0.3719666004180908,0.4862995445728302,-0.01247838418930769,0.3422519862651825,0.398269921541214,-0.02343176305294037,0.32215896248817444,0.34134766459465027,-0.03504026681184769,0.30577707290649414,0.29371780157089233,-0.045153599232435226,0.40345895290374756,0.4619179964065552,-0.015980111435055733,0.3780394196510315,0.35750511288642883,-0.026663528755307198,0.36020427942276,0.2900872230529785,-0.03925531357526779,0.3431934416294098,0.23656809329986572,-0.04893358051776886,0.4362151622772217,0.463826060295105,-0.022950507700443268,0.4258028268814087,0.35359370708465576,-0.037575870752334595,0.4156170189380646,0.28411629796028137,-0.04934653639793396,0.40339353680610657,0.22618559002876282,-0.05786639079451561,0.469378799200058,0.4834117293357849,-0.0319112166762352,0.47190821170806885,0.39097920060157776,-0.046259794384241104,0.4707513451576233,0.3283621668815613,-0.053537651896476746,0.465971440076828,0.2707456946372986,-0.05874894931912422
Palm,0.6244783997535706,0.7089741230010986,2.427603646992793e-07,0.5707935094833374,0.6708439588546753,-0.013468461111187935,0.5246919989585876,0.5749577283859253,-0.016911160200834274,0.49386170506477356,0.5038131475448608,-0.020454248413443565,0.46291622519493103,0.4636804461479187,-0.023888293653726578,0.5585823059082031,0.43431180715560913,-0.0018043280579149723,0.5289545059204102,0.3372771143913269,-0.012064819224178791,0.5112563967704773,0.27923914790153503,-0.022744134068489075,0.499128133058548,0.22627860307693481,-0.03217850252985954,0.5943405628204346,0.4138668179512024,-0.008431477472186089,0.5734928846359253,0.29933229088783264,-0.01777634024620056,0.5605918169021606,0.22616632282733917,-0.02971247024834156,0.5498067140579224,0.1677417755126953,-0.0392134003341198,0.6323376297950745,0.420785129070282,-0.01840255595743656,0.6303356885910034,0.3013908565044403,-0.033186174929142,0.6279421448707581,0.2284778356552124,-0.045593131333589554,0.6232545971870422,0.16523295640945435,-0.05457303673028946,0.6703826189041138,0.4472483992576599,-0.029555728659033775,0.6885320544242859,0.3513936996459961,-0.045378006994724274,0.6989825367927551,0.2845630645751953,-0.05398917570710182,0.7050231695175171,0.21990051865577698,-0.060048989951610565
Palm,0.8153738379478455,0.859219491481781,4.3449313125165645e-07,0.7511418461799622,0.794467568397522,-0.020408444106578827,0.7162145972251892,0.6857885122299194,-0.031153416261076927,0.7060080766677856,0.5903148651123047,-0.0418369360268116,0.7261999845504761,0.5149429440498352,-0.052470870316028595,0.7589691281318665,0.5779799222946167,-0.004986702464520931,0.7519544959068298,0.4555157423019409,-0.024203192442655563,0.7523531317710876,0.38079187273979187,-0.04407743737101555,0.7570042610168457,0.3182283639907837,-0.05931626260280609,0.7974109649658203,0.568824291229248,-0.010388921946287155,0.7892317175865173,0.43554919958114624,-0.028465520590543747,0.787574827671051,0.34885862469673157,-0.04957452416419983,0.7842994332313538,0.27546098828315735,-0.06487474590539932,0.8335407972335815,0.5838006734848022,-0.019942307844758034,0.8274725675582886,0.454134464263916,-0.03765208646655083,0.8250707983970642,0.3748514950275421,-0.051779694855213165,0.8218645453453064,0.30637189745903015,-0.061816196888685226,0.8714826107025146,0.6145342588424683,-0.03177592158317566,0.8710647225379944,0.5106803774833679,-0.0473659485578537,0.8689781427383423,0.4435529410839081,-0.054893676191568375,0.8653053045272827,0.3788169026374817,-0.06026312708854675
Palm,0.448373943567276,0.7350270748138428,3.481061128240981e-07,0.3984999656677246,0.7216590642929077,-0.02049989625811577,0.3482741117477417,0.652683675289154,-0.02942647412419319,0.31149622797966003,0.5992409586906433,-0.03647506609559059,0.2806248366832733,0.5671420097351074,-0.04296473413705826,0.3719134032726288,0.5002135038375854,-0.014021605253219604,0.34428656101226807,0.4124245345592499,-0.026201795786619186,0.32644927501678467,0.3552413284778595,-0.03732907399535179,0.31227096915245056,0.3070138394832611,-0.04631388559937477,0.4038834869861603,0.47500327229499817,-0.017174674198031425,0.37994512915611267,0.3671341836452484,-0.027615098282694817,0.36326509714126587,0.2981244623661041,-0.038060374557971954,0.3476124703884125,0.2448005974292755,-0.04572238400578499,0.4374907612800598,0.47522982954978943,-0.023728713393211365,0.42816025018692017,0.36438876390457153,-0.03882135823369026,0.4192540645599365,0.29416409134864807,-0.04976001754403114,0.4089588224887848,0.2395046502351761,-0.05685216188430786,0.47166210412979126,0.4925212860107422,-0.03203034773468971,0.4745531678199768,0.39942875504493713,-0.04754568263888359,0.47514086961746216,0.3373316526412964,-0.05512966960668564,0.47184789180755615,0.2824818789958954,-0.059754855930805206
Palm,0.8446498513221741,0.7157256007194519,6.344258736135089e-07,0.7762025594711304,0.651394784450531,-0.023821908980607986,0.7398216724395752,0.5660521388053894,-0.03571253642439842,0.728087842464447,0.4855315685272217,-0.048349495977163315,0.739449143409729,0.40513876080513,-0.06152204051613808,0.7768118381500244,0.470342755317688,0.0004905209061689675,0.7669233083724976,0.35683462023735046,-0.020085349678993225,0.7657752633094788,0.27976593375205994,-0.044117920100688934,0.7701442837715149,0.2171153724193573,-0.06259625405073166,0.8161596655845642,0.4610765874385834,-0.005018325522542,0.8046807050704956,0.33408331871032715,-0.026328111067414284,0.80083167552948,0.2520374655723572,-0.05438687279820442,0.79615718126297,0.185052290558815,-0.0745522528886795,0.8530628085136414,0.4672386646270752,-0.015737364068627357,0.8424341678619385,0.3455578684806824,-0.03672013431787491,0.8367197513580322,0.2717069089412689,-0.05673152580857277,0.8310183882713318,0.21045510470867157,-0.07038460671901703,0.8917055130004883,0.482873797416687,-0.029289092868566513,0.8856056928634644,0.384469211101532,-0.046756893396377563,0.8786593079566956,0.32312992215156555,-0.05772661417722702,0.8713988065719604,0.26230588555336,-0.06614793837070465
